S.No.,Rule,Support,Lift,Confidence
1184,GAROFALO SPAG 8/17.6OZ  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1185,KS MOIST FLUSHABLE WIPES  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1186,FROSTED MINI-WHEATS 70 OZ  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1187,GLADE SCENTED OIL HWN BRZ  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1188,RED SKIN MASHED POTATOES  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1189,KALAMATA OLIVES 52.9OZ  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1190,ORGANIC GREEN BEANS 8/5#  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1191,FRIGO STRING CHEESE 60/1Z  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1192,RICE KRISPIE TRT 54/.78 Z  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1193,7-CHZ RAINBOW TORTELLINI  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1194,NP ORG FLAX GRNOLA 35.3Z  , COFFEEMATE F.VAN. 1/64 OZ,0.058,8.5,1
1195,BTB ORG CHICKEN BASE 16OZ  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1196,ROMAINE HEARTS  6 CT BAG  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1197,X-LARGE EGGS 2/18 CT  , BOUNCE RENEW 250 CT,0.058,17,1
1198,CASCADE ACTION PACS 90 CT  , BOUNCE RENEW 250 CT,0.058,17,1
1199,TIDE ORG 2X LIQ 110LD  , BOUNCE RENEW 250 CT,0.058,17,1
1200,BOUNCE RENEW 250 CT  , BOUNCE RENEW 250 CT,0.058,17,1
1201,NP ORG FLAX GRNOLA 35.3Z  , GOURMET MEDLEY POTATOES,0.058,8.5,1
1202,ROMA TOMATOES  , GOURMET MEDLEY POTATOES,0.058,17,1
1203,ROMAINE HEARTS  6 CT BAG  , GOURMET MEDLEY POTATOES,0.058,17,1
1204,KS PLC WRAP 2/750'11 7/8  , GOURMET MEDLEY POTATOES,0.058,17,1
1205,ORGANIC BABY PEAS 8/5#  , GOURMET MEDLEY POTATOES,0.058,17,1
1206,FROSTED MINI-WHEATS 70 OZ  , GOURMET MEDLEY POTATOES,0.058,17,1
1207,KS MOIST FLUSHABLE WIPES  , GOURMET MEDLEY POTATOES,0.058,17,1
1208,BAGELS 12 COUNT  , GOURMET MEDLEY POTATOES,0.058,17,1
1209,GAROFALO SPAG 8/17.6OZ  , GOURMET MEDLEY POTATOES,0.058,17,1
1210,GOURMET MEDLEY POTATOES  , GOURMET MEDLEY POTATOES,0.058,17,1
1211,RICE KRISPIE TRT 54/.78 Z  , GOURMET MEDLEY POTATOES,0.058,17,1
1212,SUGAR SNAP PEA  , GOURMET MEDLEY POTATOES,0.058,8.5,1
1213,BROCCOLI FLORETS 8/3.5#  , GOURMET MEDLEY POTATOES,0.058,17,1
1214,SCOOP AWAY 42LB LITTER BG  , GOURMET MEDLEY POTATOES,0.058,17,1
1215,GLADE SCENTED OIL HWN BRZ  , GOURMET MEDLEY POTATOES,0.058,17,1
1216,FRESH CELERY STALKS  , GOURMET MEDLEY POTATOES,0.058,17,1
1217,ORGANIC SPRING MIX  , GOURMET MEDLEY POTATOES,0.058,17,1
1218,ORGANIC GREEN BEANS 8/5#  , GOURMET MEDLEY POTATOES,0.058,17,1
1219,GAROFALO PASTA VTY 6/1.1#  , GOURMET MEDLEY POTATOES,0.058,17,1
1220,ENGLISH CUCUMBERS  , GOURMET MEDLEY POTATOES,0.058,17,1
1221,KALAMATA OLIVES 52.9OZ  , GOURMET MEDLEY POTATOES,0.058,17,1
1222,COFFEEMATE F.VAN. 1/64 OZ  , GOURMET MEDLEY POTATOES,0.058,17,1
1223,KS 2PLY BATH TIS 30/425SH  , GOURMET MEDLEY POTATOES,0.058,17,1
1224,MINI BABYBEL CHEESE  , GOURMET MEDLEY POTATOES,0.058,17,1
1225,HALF & HALF UP HG  , GOURMET MEDLEY POTATOES,0.058,17,1
1226,7-CHZ RAINBOW TORTELLINI  , GOURMET MEDLEY POTATOES,0.058,17,1
1227,ONE A DAY WOMEN'S VITAMIN  , GOURMET MEDLEY POTATOES,0.058,17,1
1228,BTB ORG CHICKEN BASE 16OZ  , GOURMET MEDLEY POTATOES,0.058,17,1
1229,KS PECORINO ROMANO 1.7#RW  , GOURMET MEDLEY POTATOES,0.058,17,1
1230,RED SKIN MASHED POTATOES  , GOURMET MEDLEY POTATOES,0.058,17,1
1231,FRIGO STRING CHEESE 60/1Z  , GOURMET MEDLEY POTATOES,0.058,17,1
1232,WHOLE GRAIN WHITE 2/32 OZ  , GOURMET MEDLEY POTATOES,0.058,17,1
1233,DELUXE VEGETBLE BLND 8/5#  , GOURMET MEDLEY POTATOES,0.058,17,1
1234,KS ORGANIC NO-SALT 14.5OZ  , KS BABY WIPES 900CT,0.058,17,1
1235,KS BABY WIPES 900CT  , KS BABY WIPES 900CT,0.058,17,1
1236,ORGANICVILLE SESAME 35 OZ  , KS BABY WIPES 900CT,0.058,17,1
1237,KS 42 ROUND PET BED  , KS BABY WIPES 900CT,0.058,17,1
1238,CAPRI SUN 10% JUICE 40/6Z  , CAPRI SUN 10% JUICE 40/6Z,0.058,17,1
1239,KS NAT. PSYLLIUM FIBER ST  , CAPRI SUN 10% JUICE 40/6Z,0.058,17,1
1240,CACIQUE QUESO FRESCO 2/16  , CAPRI SUN 10% JUICE 40/6Z,0.058,17,1
1241,BEST FOODS MAYO 64 OZ  , CAPRI SUN 10% JUICE 40/6Z,0.058,17,1
1242,S.V. PINTO BEANS   8/15 Z  , CAPRI SUN 10% JUICE 40/6Z,0.058,17,1
1243,LEM-LIME POWDER 76.5Z GAT  , CAPRI SUN 10% JUICE 40/6Z,0.058,17,1
1244,SALAD MIX  , BODEGA NORTON MALBEC RSV,0.058,17,1
1245,BODEGA NORTON MALBEC RSV  , BODEGA NORTON MALBEC RSV,0.058,17,1
1246,KS CHARDONNAY 1.5L  , BODEGA NORTON MALBEC RSV,0.058,17,1
1247,BENMARCO MALBEC  , BODEGA NORTON MALBEC RSV,0.058,17,1
1248,WILD PACIFIC COLD WATER  , BODEGA NORTON MALBEC RSV,0.058,17,1
1249,KS BUTTER QTRS  6-4/1#  , BODEGA NORTON MALBEC RSV,0.058,17,1
1250,SALONPAS PAIN RELIEVING  , BODEGA NORTON MALBEC RSV,0.058,17,1
1251,ORGANIC BABY SPINACH  , BODEGA NORTON MALBEC RSV,0.058,17,1
1252,CEDAR GRILLING PLANKS 6PK  , BODEGA NORTON MALBEC RSV,0.058,17,1
1253,CLOS DU BOIS CHARDONNAY  , BODEGA NORTON MALBEC RSV,0.058,17,1
1254,CHKN POTSTICKERS 9/4.2#  , BODEGA NORTON MALBEC RSV,0.058,17,1
1255,RASPBERRIES 12OZ CLMSHEL  , BODEGA NORTON MALBEC RSV,0.058,17,1
1256,LA CARRAIA UMBRIA  , BODEGA NORTON MALBEC RSV,0.058,17,1
1257,FOUR BEAN SALAD 2/35.5 OZ  , BODEGA NORTON MALBEC RSV,0.058,17,1
1258,KS MALBEC  , BODEGA NORTON MALBEC RSV,0.058,17,1
1259,KASIA'S PIEROGI 8/3-14 OZ  , BODEGA NORTON MALBEC RSV,0.058,17,1
1260,SOUVERAIN CHARDONNAY  , BODEGA NORTON MALBEC RSV,0.058,17,1
1261,WHOLE ARTICHOKES 6/2-32OZ  , BODEGA NORTON MALBEC RSV,0.058,17,1
1262,KJ GRAND RSV CHARDONNAY  , BODEGA NORTON MALBEC RSV,0.058,17,1
1263,CHICKEN POT PIES 8CT/10OZ  , BODEGA NORTON MALBEC RSV,0.058,17,1
1264,CRIMINI MUSHROOMS  , BODEGA NORTON MALBEC RSV,0.058,17,1
1265,NP ORG FLAX GRNOLA 35.3Z  , BODEGA NORTON MALBEC RSV,0.058,8.5,1
1266,SUGAR SNAP PEA  , BODEGA NORTON MALBEC RSV,0.058,8.5,1
1267,KS HEALTHY WEIGHT CAT 20#  , BODEGA NORTON MALBEC RSV,0.058,17,1
1268,KS WHEAT BREAD  , KS ORANGE JUICE 1 GALLON,0.058,17,1
1269,BANANAS  , KS ORANGE JUICE 1 GALLON,0.058,5.666,1
1270,KS CUTS IN GRAVY 24/13.2  , KS ORANGE JUICE 1 GALLON,0.058,17,1
1271,GOURMET CHOCOLATE CHUNK  , KS ORANGE JUICE 1 GALLON,0.058,17,1
1272,CNTRY TIME LEMONADE 67.3Z  , KS ORANGE JUICE 1 GALLON,0.058,17,1
1273,CHICKEN ALFREDO  , KS ORANGE JUICE 1 GALLON,0.058,17,1
1274,BUTTER POUND CAKE  , KS ORANGE JUICE 1 GALLON,0.058,17,1
1275,KS ORANGE JUICE 1 GALLON  , KS ORANGE JUICE 1 GALLON,0.058,17,1
1276,KS 2% LOWFAT MILK 2/1 GAL  , KS ORANGE JUICE 1 GALLON,0.058,17,1
1277,KS VITARAIN ZERO 24/20 OZ  , KS ORANGE JUICE 1 GALLON,0.058,17,1
1278,BTB ORG CHICKEN BASE 16OZ  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1279,RICE KRISPIE TRT 54/.78 Z  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1280,FRIGO STRING CHEESE 60/1Z  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1281,HALF & HALF UP HG  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1282,COFFEEMATE F.VAN. 1/64 OZ  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1283,DELUXE VEGETBLE BLND 8/5#  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1284,WHOLE GRAIN WHITE 2/32 OZ  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1285,ORGANIC BABY PEAS 8/5#  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1286,KS MOIST FLUSHABLE WIPES  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1287,BROCCOLI FLORETS 8/3.5#  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1288,ORGANIC GREEN BEANS 8/5#  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1289,MINI BABYBEL CHEESE  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1290,ONE A DAY WOMEN'S VITAMIN  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1291,KS PECORINO ROMANO 1.7#RW  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1292,RED SKIN MASHED POTATOES  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1293,GLADE SCENTED OIL HWN BRZ  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1294,7-CHZ RAINBOW TORTELLINI  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1295,KS 2PLY BATH TIS 30/425SH  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1296,KALAMATA OLIVES 52.9OZ  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1297,GOURMET MEDLEY POTATOES  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1298,SCOOP AWAY 42LB LITTER BG  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1299,FROSTED MINI-WHEATS 70 OZ  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1300,BAGELS 12 COUNT  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1301,ROMA TOMATOES  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1302,KS PLC WRAP 2/750'11 7/8  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1303,NP ORG FLAX GRNOLA 35.3Z  , SCOOP AWAY 42LB LITTER BG,0.058,8.5,1
1304,ENGLISH CUCUMBERS  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1305,GAROFALO SPAG 8/17.6OZ  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1306,ROMAINE HEARTS  6 CT BAG  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1307,SUGAR SNAP PEA  , SCOOP AWAY 42LB LITTER BG,0.058,8.5,1
1308,GAROFALO PASTA VTY 6/1.1#  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1309,ORGANIC SPRING MIX  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1310,FRESH CELERY STALKS  , SCOOP AWAY 42LB LITTER BG,0.058,17,1
1311,KS 42 ROUND PET BED  , ORGANICVILLE SESAME 35 OZ,0.058,17,1
1312,KS BABY WIPES 900CT  , ORGANICVILLE SESAME 35 OZ,0.058,17,1
1313,KS ORGANIC NO-SALT 14.5OZ  , ORGANICVILLE SESAME 35 OZ,0.058,17,1
1314,ORGANICVILLE SESAME 35 OZ  , ORGANICVILLE SESAME 35 OZ,0.058,17,1
1315,KS BUTTER QTRS  6-4/1#  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1316,FOUR BEAN SALAD 2/35.5 OZ  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1317,LA CARRAIA UMBRIA  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1318,KASIA'S PIEROGI 8/3-14 OZ  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1319,KS CHARDONNAY 1.5L  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1320,CEDAR GRILLING PLANKS 6PK  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1321,WILD PACIFIC COLD WATER  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1322,SALAD MIX  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1323,ORGANIC BABY SPINACH  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1324,BODEGA NORTON MALBEC RSV  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1325,SALONPAS PAIN RELIEVING  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1326,CRIMINI MUSHROOMS  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1327,NP ORG FLAX GRNOLA 35.3Z  , KS HEALTHY WEIGHT CAT 20#,0.058,8.5,1
1328,KJ GRAND RSV CHARDONNAY  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1329,KS HEALTHY WEIGHT CAT 20#  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1330,CHICKEN POT PIES 8CT/10OZ  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1331,KS MALBEC  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1332,WHOLE ARTICHOKES 6/2-32OZ  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1333,BENMARCO MALBEC  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1334,SOUVERAIN CHARDONNAY  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1335,RASPBERRIES 12OZ CLMSHEL  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1336,CHKN POTSTICKERS 9/4.2#  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1337,SUGAR SNAP PEA  , KS HEALTHY WEIGHT CAT 20#,0.058,8.5,1
1338,CLOS DU BOIS CHARDONNAY  , KS HEALTHY WEIGHT CAT 20#,0.058,17,1
1339,ORGANIC 2% MILK 2-1 GAL  , ORGANIC 2% MILK 2-1 GAL,0.058,17,1
1340,DANNON DANIMALS 24/3.1OZ  , ORGANIC 2% MILK 2-1 GAL,0.058,17,1
1341,SLICE CHEESE PIZZA   RIM#  , ORGANIC 2% MILK 2-1 GAL,0.058,17,1
1342,BANANAS  , ORGANIC 2% MILK 2-1 GAL,0.058,5.666,1
1343,CHICKEN ALFREDO  , KS CUTS IN GRAVY 24/13.2,0.058,17,1
1344,KS WHEAT BREAD  , KS CUTS IN GRAVY 24/13.2,0.058,17,1
1345,BUTTER POUND CAKE  , KS CUTS IN GRAVY 24/13.2,0.058,17,1
1346,KS ORANGE JUICE 1 GALLON  , KS CUTS IN GRAVY 24/13.2,0.058,17,1
1347,KS 2% LOWFAT MILK 2/1 GAL  , KS CUTS IN GRAVY 24/13.2,0.058,17,1
1348,GOURMET CHOCOLATE CHUNK  , KS CUTS IN GRAVY 24/13.2,0.058,17,1
1349,KS VITARAIN ZERO 24/20 OZ  , KS CUTS IN GRAVY 24/13.2,0.058,17,1
1350,KS CUTS IN GRAVY 24/13.2  , KS CUTS IN GRAVY 24/13.2,0.058,17,1
1351,BANANAS  , KS CUTS IN GRAVY 24/13.2,0.058,5.666,1
1352,CNTRY TIME LEMONADE 67.3Z  , KS CUTS IN GRAVY 24/13.2,0.058,17,1
1353,X-LARGE EGGS 2/18 CT  , TIDE ORG 2X LIQ 110LD,0.058,17,1
1354,TIDE ORG 2X LIQ 110LD  , TIDE ORG 2X LIQ 110LD,0.058,17,1
1355,CASCADE ACTION PACS 90 CT  , TIDE ORG 2X LIQ 110LD,0.058,17,1
1356,BOUNCE RENEW 250 CT  , TIDE ORG 2X LIQ 110LD,0.058,17,1
1357,KS SUPREME DIAPERS SZ 5  , KS EVRONRESP LIQLDY 120LD,0.058,17,1
1358,KS WHOLE MILK 2/1 GALLON  , KS EVRONRESP LIQLDY 120LD,0.058,17,1
1359,STRAWBERRIES  , KS EVRONRESP LIQLDY 120LD,0.058,17,1
1360,BANANAS  , KS EVRONRESP LIQLDY 120LD,0.058,5.666,1
1361,KS EVRONRESP LIQLDY 120LD  , KS EVRONRESP LIQLDY 120LD,0.058,17,1
1362,THOMAS' LIGHT ENG MUFFIN  , THOMAS' LIGHT ENG MUFFIN,0.058,17,1
1363,KS OMEPRAZOLE 20MG 3X14CT  , THOMAS' LIGHT ENG MUFFIN,0.058,17,1
1364,7-CHZ RAINBOW TORTELLINI  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1365,ROMAINE HEARTS  6 CT BAG  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1366,SCOOP AWAY 42LB LITTER BG  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1367,GOURMET MEDLEY POTATOES  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1368,BROCCOLI FLORETS 8/3.5#  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1369,BAGELS 12 COUNT  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1370,KS MOIST FLUSHABLE WIPES  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1371,KS PECORINO ROMANO 1.7#RW  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1372,RICE KRISPIE TRT 54/.78 Z  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1373,ROMA TOMATOES  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1374,RED SKIN MASHED POTATOES  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1375,NP ORG FLAX GRNOLA 35.3Z  , KS MOIST FLUSHABLE WIPES,0.058,8.5,1
1376,KS PLC WRAP 2/750'11 7/8  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1377,BTB ORG CHICKEN BASE 16OZ  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1378,COFFEEMATE F.VAN. 1/64 OZ  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1379,HALF & HALF UP HG  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1380,ENGLISH CUCUMBERS  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1381,FROSTED MINI-WHEATS 70 OZ  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1382,DELUXE VEGETBLE BLND 8/5#  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1383,ORGANIC SPRING MIX  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1384,WHOLE GRAIN WHITE 2/32 OZ  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1385,GAROFALO PASTA VTY 6/1.1#  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1386,MINI BABYBEL CHEESE  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1387,GAROFALO SPAG 8/17.6OZ  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1388,ONE A DAY WOMEN'S VITAMIN  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1389,KS 2PLY BATH TIS 30/425SH  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1390,FRESH CELERY STALKS  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1391,GLADE SCENTED OIL HWN BRZ  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1392,ORGANIC BABY PEAS 8/5#  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1393,ORGANIC GREEN BEANS 8/5#  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1394,KALAMATA OLIVES 52.9OZ  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1395,FRIGO STRING CHEESE 60/1Z  , KS MOIST FLUSHABLE WIPES,0.058,17,1
1396,SUGAR SNAP PEA  , KS MOIST FLUSHABLE WIPES,0.058,8.5,1
1397,CACIQUE QUESO FRESCO 2/16  , KS NAT. PSYLLIUM FIBER ST,0.058,17,1
1398,S.V. PINTO BEANS   8/15 Z  , KS NAT. PSYLLIUM FIBER ST,0.058,17,1
1399,KS NAT. PSYLLIUM FIBER ST  , KS NAT. PSYLLIUM FIBER ST,0.058,17,1
1400,LEM-LIME POWDER 76.5Z GAT  , KS NAT. PSYLLIUM FIBER ST,0.058,17,1
1401,BEST FOODS MAYO 64 OZ  , KS NAT. PSYLLIUM FIBER ST,0.058,17,1
1402,CAPRI SUN 10% JUICE 40/6Z  , KS NAT. PSYLLIUM FIBER ST,0.058,17,1
1403,ORGANIC SPRING MIX  , RED SKIN MASHED POTATOES,0.058,17,1
1404,KS PLC WRAP 2/750'11 7/8  , RED SKIN MASHED POTATOES,0.058,17,1
1405,COFFEEMATE F.VAN. 1/64 OZ  , RED SKIN MASHED POTATOES,0.058,17,1
1406,NP ORG FLAX GRNOLA 35.3Z  , RED SKIN MASHED POTATOES,0.058,8.5,1
1407,GAROFALO PASTA VTY 6/1.1#  , RED SKIN MASHED POTATOES,0.058,17,1
1408,GOURMET MEDLEY POTATOES  , RED SKIN MASHED POTATOES,0.058,17,1
1409,FRESH CELERY STALKS  , RED SKIN MASHED POTATOES,0.058,17,1
1410,BAGELS 12 COUNT  , RED SKIN MASHED POTATOES,0.058,17,1
1411,FROSTED MINI-WHEATS 70 OZ  , RED SKIN MASHED POTATOES,0.058,17,1
1412,FRIGO STRING CHEESE 60/1Z  , RED SKIN MASHED POTATOES,0.058,17,1
1413,MINI BABYBEL CHEESE  , RED SKIN MASHED POTATOES,0.058,17,1
1414,RICE KRISPIE TRT 54/.78 Z  , RED SKIN MASHED POTATOES,0.058,17,1
1415,ONE A DAY WOMEN'S VITAMIN  , RED SKIN MASHED POTATOES,0.058,17,1
1416,HALF & HALF UP HG  , RED SKIN MASHED POTATOES,0.058,17,1
1417,RED SKIN MASHED POTATOES  , RED SKIN MASHED POTATOES,0.058,17,1
1418,GAROFALO SPAG 8/17.6OZ  , RED SKIN MASHED POTATOES,0.058,17,1
1419,KS PECORINO ROMANO 1.7#RW  , RED SKIN MASHED POTATOES,0.058,17,1
1420,WHOLE GRAIN WHITE 2/32 OZ  , RED SKIN MASHED POTATOES,0.058,17,1
1421,SUGAR SNAP PEA  , RED SKIN MASHED POTATOES,0.058,8.5,1
1422,ROMAINE HEARTS  6 CT BAG  , RED SKIN MASHED POTATOES,0.058,17,1
1423,ORGANIC GREEN BEANS 8/5#  , RED SKIN MASHED POTATOES,0.058,17,1
1424,GLADE SCENTED OIL HWN BRZ  , RED SKIN MASHED POTATOES,0.058,17,1
1425,7-CHZ RAINBOW TORTELLINI  , RED SKIN MASHED POTATOES,0.058,17,1
1426,ROMA TOMATOES  , RED SKIN MASHED POTATOES,0.058,17,1
1427,SCOOP AWAY 42LB LITTER BG  , RED SKIN MASHED POTATOES,0.058,17,1
1428,ORGANIC BABY PEAS 8/5#  , RED SKIN MASHED POTATOES,0.058,17,1
1429,BROCCOLI FLORETS 8/3.5#  , RED SKIN MASHED POTATOES,0.058,17,1
1430,KS 2PLY BATH TIS 30/425SH  , RED SKIN MASHED POTATOES,0.058,17,1
1431,ENGLISH CUCUMBERS  , RED SKIN MASHED POTATOES,0.058,17,1
1432,KALAMATA OLIVES 52.9OZ  , RED SKIN MASHED POTATOES,0.058,17,1
1433,DELUXE VEGETBLE BLND 8/5#  , RED SKIN MASHED POTATOES,0.058,17,1
1434,BTB ORG CHICKEN BASE 16OZ  , RED SKIN MASHED POTATOES,0.058,17,1
1435,KS MOIST FLUSHABLE WIPES  , RED SKIN MASHED POTATOES,0.058,17,1
1436,KJ GRAND RSV CHARDONNAY  , LA CARRAIA UMBRIA,0.058,17,1
1437,SOUVERAIN CHARDONNAY  , LA CARRAIA UMBRIA,0.058,17,1
1438,CHKN POTSTICKERS 9/4.2#  , LA CARRAIA UMBRIA,0.058,17,1
1439,CLOS DU BOIS CHARDONNAY  , LA CARRAIA UMBRIA,0.058,17,1
1440,BENMARCO MALBEC  , LA CARRAIA UMBRIA,0.058,17,1
1441,KS HEALTHY WEIGHT CAT 20#  , LA CARRAIA UMBRIA,0.058,17,1
1442,SALONPAS PAIN RELIEVING  , LA CARRAIA UMBRIA,0.058,17,1
1443,FOUR BEAN SALAD 2/35.5 OZ  , LA CARRAIA UMBRIA,0.058,17,1
1444,BODEGA NORTON MALBEC RSV  , LA CARRAIA UMBRIA,0.058,17,1
1445,WILD PACIFIC COLD WATER  , LA CARRAIA UMBRIA,0.058,17,1
1446,CRIMINI MUSHROOMS  , LA CARRAIA UMBRIA,0.058,17,1
1447,LA CARRAIA UMBRIA  , LA CARRAIA UMBRIA,0.058,17,1
1448,KS MALBEC  , LA CARRAIA UMBRIA,0.058,17,1
1449,CHICKEN POT PIES 8CT/10OZ  , LA CARRAIA UMBRIA,0.058,17,1
1450,CEDAR GRILLING PLANKS 6PK  , LA CARRAIA UMBRIA,0.058,17,1
1451,KS CHARDONNAY 1.5L  , LA CARRAIA UMBRIA,0.058,17,1
1452,WHOLE ARTICHOKES 6/2-32OZ  , LA CARRAIA UMBRIA,0.058,17,1
1453,SALAD MIX  , LA CARRAIA UMBRIA,0.058,17,1
1454,NP ORG FLAX GRNOLA 35.3Z  , LA CARRAIA UMBRIA,0.058,8.5,1
1455,ORGANIC BABY SPINACH  , LA CARRAIA UMBRIA,0.058,17,1
1456,SUGAR SNAP PEA  , LA CARRAIA UMBRIA,0.058,8.5,1
1457,KS BUTTER QTRS  6-4/1#  , LA CARRAIA UMBRIA,0.058,17,1
1458,RASPBERRIES 12OZ CLMSHEL  , LA CARRAIA UMBRIA,0.058,17,1
1459,KASIA'S PIEROGI 8/3-14 OZ  , LA CARRAIA UMBRIA,0.058,17,1
1460,RICE KRISPIE TRT 54/.78 Z  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1461,GAROFALO SPAG 8/17.6OZ  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1462,ONE A DAY WOMEN'S VITAMIN  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1463,BAGELS 12 COUNT  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1464,GLADE SCENTED OIL HWN BRZ  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1465,ORGANIC BABY PEAS 8/5#  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1466,RED SKIN MASHED POTATOES  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1467,KS MOIST FLUSHABLE WIPES  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1468,FRESH CELERY STALKS  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
